,0,1
0,0.527291933,0.12047265
1,0.539567127,0.104442928
2,0.539223213,0.115039543
3,0.542813272,0.119062398
4,0.527664681,0.116428468
5,0.515659735,0.115541314
6,0.539062499,0.116139145
7,0.521288803,0.105803688
8,0.537460029,0.114225222
9,0.550480907,0.11663136
10,0.521806322,0.121062211
11,0.529007117,0.108079338
12,0.550553356,0.112223638
13,0.546700152,0.106881845
14,0.540265299,0.11913449
15,0.543849749,0.113355088
16,0.533762937,0.116085409
17,0.53153807,0.114139215
18,0.529033062,0.113199354
19,0.54125483,0.112445292
20,0.53888659,0.11206202
21,0.541032829,0.116781118
22,0.549385963,0.112558975
23,0.543177242,0.119529191
24,0.549350764,0.106881925
25,0.539060068,0.119020569
26,0.524188207,0.128081416
27,0.543255959,0.12420237
28,0.532305323,0.121823005
29,0.554667326,0.115247615
30,0.538688357,0.1107728
31,0.541836861,0.112470956
32,0.545910667,0.112278598
33,0.525406111,0.117180862
34,0.533271309,0.115689798
35,0.554272955,0.107940451
36,0.530666902,0.11646978
37,0.538201767,0.115565304
38,0.541462208,0.119633122
39,0.542067905,0.119923499
40,0.51749036,0.110411804
41,0.551615052,0.119895667
42,0.507090604,0.119327006
43,0.554930358,0.113391504
44,0.535902408,0.119780263
45,0.534981566,0.114118459
46,0.548723761,0.12025916
47,0.554937978,0.112988966
48,0.54139012,0.112146777
49,0.543425329,0.119373273
,0.507090604,0.104442928
,0.554937978,0.128081416
,0.538117319,0.115323977
,0.003030448,0.001357313
