x0,x1,pre,true_h
0.805365722,-0.033189387,0.60840774,0.644447521
0.512430097,0.251809388,0.60920763,0.671060138
-0.86309626,0.921945556,0.6041258,0.572631832
0.398848446,-0.408730049,0.61147064,0.671047743
0.65064756,0.285650897,0.61425054,0.656216322
0.12104129,-0.548851237,0.6116088,0.671908214
0.696660332,0.687897762,0.6002906,0.620044011
-0.655631453,-0.580820406,0.60270035,0.635052207
-0.509248309,-0.421437632,0.6140269,0.661817534
0.092671151,-0.097990434,0.6141092,0.697382521
-0.039213004,-0.329495519,0.61334413,0.689415895
0.013719219,-0.600372304,0.6141379,0.668160517
-0.650855599,-0.123489813,0.61256766,0.661658781
0.430311925,0.867217953,0.59940207,0.621697359
-0.10368914,-0.995161614,0.5994804,0.616754203
-0.777255979,0.154932206,0.60908294,0.64618864
0.965363864,0.318005968,0.6027209,0.614295407
0.759682261,0.870992312,0.598194,0.591487018
-0.848517101,0.52195513,0.6100085,0.617423717
0.72389597,-0.522978269,0.6068261,0.632649384
0.0835667,-0.535552397,0.60879225,0.673765993
0.046142364,0.9628219,0.5981374,0.622325606
-0.106572488,-0.418299832,0.61371607,0.682878037
0.8548876,-0.994171623,0.5963497,0.563803945
-0.580412704,-0.244395209,0.6087426,0.66516281
0.533618324,0.44164892,0.6061141,0.658281429
-0.941022102,-0.551250344,0.6033521,0.602406753
0.692697462,0.566297235,0.6066031,0.632412921
0.819526223,0.516636076,0.6013887,0.621596284
-0.110715994,-0.081489337,0.6138293,0.697320764
0.724146704,0.39236868,0.6058963,0.642145636
0.075378894,0.492020377,0.6044185,0.677654164
0.244836963,0.98412969,0.5968948,0.614648636
0.854351268,-0.069771389,0.6080208,0.637631042
-0.103582619,-0.605184437,0.6052294,0.666796988
-0.066224278,0.75696744,0.6000082,0.650300562
0.967736832,0.147582444,0.6024511,0.620062906
-0.664723728,0.89647759,0.59748447,0.598194897
0.222819027,-0.500819844,0.6137942,0.673204552
-0.851305143,0.521249084,0.6051569,0.61711488
-0.111997639,0.359614483,0.61392957,0.686684246
-0.746199612,0.556343108,0.6008892,0.627231938
-0.432518244,-0.012148063,0.61436534,0.682802313
0.093176708,-0.973544808,0.60303,0.620204278
0.212539992,-0.92515307,0.60723567,0.624513313
0.543164027,-0.700169354,0.6098426,0.633620246
0.800603163,-0.273019505,0.6084825,0.639169511
-0.237805076,0.51711436,0.60958517,0.671230782
-0.108136045,-0.038035005,0.6138837,0.697822883
0.347820828,-0.122777988,0.61250675,0.687183327
-0.458739926,-0.818759862,0.6063539,0.626097791
0.389750567,0.648789079,0.6002543,0.650670736
0.772973761,0.710193597,0.5991778,0.609034494
-0.107999629,0.824553799,0.6030304,0.641086067
0.724280246,-0.255842368,0.6061422,0.649272938
-0.188980945,0.726288385,0.6057068,0.651453977
-0.832279482,-0.222402817,0.60852075,0.637044053
0.958294868,0.046185182,0.60686255,0.623002208
0.7401767,-0.066367277,0.6092462,0.65234565
-0.038196786,-0.397591544,0.61423683,0.685169036
-0.366617332,-0.370091359,0.6143724,0.675657198
0.50500893,0.169008677,0.61241394,0.674625745
-0.920871684,-0.456224592,0.60172194,0.612524926
0.379586887,-0.339384715,0.6085422,0.676680553
0.776200974,0.06604873,0.6115461,0.647909827
-0.237089325,0.985184861,0.60317296,0.614775868
-0.046882909,-0.490266904,0.60559297,0.678095324
-0.265569174,-0.340639251,0.6139371,0.682858435
-0.525200435,-0.644692312,0.6120007,0.641093216
-0.884129621,0.911855666,0.59891766,0.571327206
-0.434588757,0.171608983,0.6142172,0.680153291
0.37655873,0.469717963,0.61443883,0.668010505
-0.386920531,0.572200208,0.6102063,0.658502131
-0.774590581,-0.378693362,0.6059767,0.636944755
0.479328735,0.724464956,0.59982336,0.636053157
-0.722396156,-0.796165178,0.5999859,0.604947048
-0.155335409,-0.902157181,0.6057554,0.629455869
0.799170283,0.816540966,0.5965041,0.593733932
-0.830970337,-0.136414408,0.61005735,0.639679811
0.676701076,0.042973718,0.60852945,0.659931765
-0.927197749,0.738892886,0.6072688,0.586340415
0.495833403,-0.312731659,0.61223865,0.669580467
-0.934512651,0.975294218,0.59831274,0.556431315
0.058501225,0.556951308,0.6139018,0.672099023
-0.705351244,-0.080697874,0.611024,0.656290656
-0.951685867,-0.139370442,0.61336523,0.622638794
0.855952755,0.805378821,0.5967393,0.588129145
0.091412156,0.005376623,0.61443484,0.698237772
0.787135042,0.17599021,0.60524195,0.644379967
-0.819031364,-0.559692529,0.60225046,0.618068515
0.217239956,-0.793603859,0.606257,0.642253312
-0.094995575,-0.109143258,0.614026,0.697143156
0.082549283,-0.933231271,0.600528,0.626338497
0.076127668,0.305198536,0.6143037,0.690378593
0.550320319,0.682124359,0.6036732,0.634977501
0.984016032,0.33127758,0.6034452,0.610851436
0.608972105,-0.752168195,0.6009302,0.621746421
-0.273092135,-0.442846065,0.6096614,0.675714963
-0.504162283,-0.522916971,0.6074108,0.654358331
0.870591094,0.469023295,0.602444,0.618544332
-0.233660219,0.258310291,0.61451167,0.688449981
0.655385922,-0.826634694,0.5965917,0.608198237
0.069068333,-0.024323302,0.6144168,0.698501672
0.387770033,0.62537283,0.6067242,0.653227677
0.686264944,-0.037804967,0.6075942,0.658891733
0.000185586,-0.075948352,0.61436224,0.698466212
-0.085452863,0.151814563,0.6142689,0.696323323
0.637589991,-0.660550528,0.6058958,0.629075845
-0.416662889,0.209762861,0.6135741,0.680213539
0.825313242,-0.697117007,0.5987015,0.604087207
0.743433974,0.189057621,0.61406535,0.649402833
-0.919870578,0.54830311,0.6045705,0.605623228
0.279817612,-0.087974487,0.6138224,0.691493087
-0.158174795,0.98959994,0.60315347,0.616505298
0.393873459,0.462438047,0.6022712,0.667463477
-0.888200201,-0.964975148,0.598689,0.563742874
0.46858256,0.602069319,0.60237914,0.64992092
0.228229696,0.938301275,0.6047975,0.62206561
0.881354882,-0.764751319,0.6000868,0.589576188
-0.329140531,-0.635287001,0.60176724,0.655643664
-0.614516451,0.885833013,0.6035661,0.60444852
-0.318696243,0.806815539,0.60688716,0.636219101
0.350140276,-0.021218339,0.61443555,0.688301367
-0.461059838,-0.021338776,0.61434144,0.680602809
-0.609564848,-0.806679985,0.5992364,0.615121673
0.303491407,-0.129215604,0.6099971,0.689528042
0.32600737,0.928449016,0.59817886,0.619288062
0.036786484,-0.036004545,0.6143668,0.698738546
0.424618748,0.202988822,0.6141993,0.67988226
-0.162026368,0.319069465,0.61438537,0.687870501
0.675388329,-0.827568431,0.60344064,0.606060894
0.80380367,0.521083369,0.60213464,0.623222939
0.005641936,0.067364147,0.6143278,0.698570853
0.04355445,0.701689356,0.6091506,0.657092442
-0.054880973,0.122458038,0.6141879,0.697398402
-0.362222469,-0.970906425,0.60441166,0.611169771
0.122137949,-0.639377578,0.6097812,0.66291227
0.633774483,0.036341575,0.606868,0.664632315
0.388725302,-0.828849421,0.60804945,0.629449412
0.024336652,-0.344445145,0.6121924,0.688629567
0.004696082,0.794282676,0.6013861,0.645964437
0.529463526,0.771478368,0.60408896,0.626512682
-0.367988625,0.995688499,0.6073634,0.607138191
-0.728883015,-0.599355203,0.6066917,0.625340118
-0.293213706,0.193357078,0.6141374,0.688274454
0.361987414,-0.230624533,0.61433995,0.683058159
-0.358044264,0.988413501,0.6034266,0.608783809
0.949339506,-0.480990324,0.5943173,0.606699239
0.035393162,0.075188145,0.6142183,0.698366885
0.948572562,0.787093152,0.597225,0.578069808
-0.558079436,-0.094991313,0.60947704,0.671523041
-0.5110578,0.524481042,0.6094423,0.653652114
0.519094511,0.549848379,0.6034511,0.650755363
-0.511311689,-0.003706143,0.6145163,0.676495744
-0.69099144,-0.505837397,0.61119497,0.637746104
-0.201876226,-0.636732324,0.6106365,0.661053696
-0.456406761,-0.296962716,0.6137678,0.673539121
-0.437196587,-0.160565672,0.6134844,0.680271889
0.158227781,0.773925123,0.6005852,0.646522702
-0.959217632,0.040403454,0.6046295,0.62290341
-0.654737067,-0.293758139,0.6063566,0.655393632
0.564382462,0.834177736,0.60287917,0.615731087
-0.263406202,0.997028741,0.6011923,0.611965976
-0.35765884,-0.967244522,0.600195,0.611963477
0.586117039,0.380276049,0.60734904,0.657595465
-0.846350756,-0.909449292,0.6002814,0.576330844
0.004310064,-0.468216473,0.61134183,0.680074379
0.654460281,-0.496765931,0.6017279,0.642406318
0.260392831,0.954272402,0.6035894,0.618503468
-0.977168487,-0.710167935,0.60063684,0.582429551
0.362021472,-0.376579044,0.614208,0.675530909
0.909374633,-0.048765609,0.6047234,0.630138912
0.157191944,-0.529962758,0.61071175,0.672775437
-0.176106823,-0.100209265,0.61432254,0.695392122
0.422073872,-0.07522128,0.6139228,0.683093847
0.383241904,0.863596554,0.5981577,0.625170029
0.338794163,-0.095386253,0.6138655,0.688229822
-0.122535505,-0.552049678,0.61417574,0.671581987
-0.30786433,0.1310723,0.61433446,0.689256017
0.323259097,0.690781885,0.6019244,0.649951875
0.803273365,0.542034444,0.59973025,0.621556396
-0.535674104,0.846217801,0.5996361,0.616605179
0.186361298,0.678582065,0.6069533,0.657015303
0.377269697,-0.770072157,0.60095394,0.637586456
0.963516446,-0.203302687,0.5978525,0.619179886
0.190147498,-0.066219214,0.61434954,0.695436842
0.200354173,-0.179744775,0.613998,0.692668536
-0.298999708,-0.196385663,0.61373365,0.687878215
0.055040385,0.492167923,0.60746574,0.677866584
0.056973607,0.791826455,0.5974031,0.646018692
0.8009782,0.188809666,0.604739,0.642236062
0.043932804,-0.336904222,0.6142672,0.68895676
-0.423922882,-0.874393998,0.6043168,0.621150495
-0.188234275,-0.081114636,0.6144456,0.695309008
0.657335247,0.789160313,0.59872323,0.612623084
-0.281025189,-0.383631208,0.61190903,0.679487829
-0.483128775,-0.116525998,0.6139086,0.677719756
-0.800818145,0.797124739,0.60763913,0.595867386
-0.330349136,-0.448238506,0.6126942,0.672398917
0.742406425,0.590253959,0.6036085,0.624631546
-0.761342415,0.699056272,0.6040534,0.611593341
-0.804009082,-0.966377495,0.59912777,0.573678033
-0.596125469,-0.405225602,0.609962,0.65501698
0.102179727,0.102460242,0.6140069,0.697142947
0.958281965,-0.742662469,0.5968585,0.581654335
-0.067930994,0.714352923,0.6063816,0.655398527
-0.993146392,0.679546666,0.6058906,0.583236288
0.236596883,-0.426401756,0.6125531,0.678499174
0.508395286,0.668636345,0.60700905,0.639966152
-0.725596988,-0.376801118,0.61416227,0.642938497
0.281279608,-0.217033041,0.6122515,0.688028412
-0.894087999,0.745042635,0.60424376,0.590103293
-0.899986366,0.601036549,0.60443807,0.603777215
-0.692003772,-0.745835442,0.60102284,0.614135362
-0.93201405,-0.841948249,0.600705,0.573878068
0.657130562,-0.161913897,0.6077743,0.660074854
-0.927777312,-0.128593004,0.6090077,0.626372014
0.213930283,-0.058832715,0.6136682,0.694682146
-0.160490175,-0.414641482,0.6118874,0.681909702
0.269936653,-0.39190494,0.61274093,0.679461735
0.214348642,0.495225293,0.61425835,0.673985536
0.265369288,0.500830569,0.608261,0.671457897
0.630181763,-0.17325467,0.6127861,0.662628532
0.229661603,0.29644053,0.6101744,0.686791085
-0.51525649,-0.061178415,0.6141394,0.675838284
0.599288045,-0.093635811,0.61401385,0.667552875
-0.226257799,0.076522159,0.6143897,0.694003359
-0.963664125,-0.992322931,0.5967231,0.550286285
0.779705878,0.236768702,0.60644054,0.643297791
-0.913663293,-0.177625845,0.6050916,0.627231935
-0.493582536,-0.258818733,0.61002666,0.672351636
-0.393406466,-0.269069592,0.61417264,0.679401282
-0.253207962,0.774906826,0.5984735,0.643250013
0.178358701,0.194331786,0.61366564,0.692917362
-0.472469052,-0.656621092,0.60939,0.644072016
-0.500623453,0.895067176,0.6001961,0.612860103
-0.129149886,0.556674929,0.60643137,0.671011983
0.569755631,-0.237084874,0.6136346,0.666475906
0.321144185,0.186061713,0.6141339,0.687037421
0.995900383,-0.95700812,0.5973847,0.550676523
0.326666283,0.801451921,0.6043599,0.636496121
0.349748887,-0.545931968,0.6124494,0.663190367
0.340274193,-0.609223446,0.6110031,0.657694385
-0.591826966,-0.297557574,0.611252,0.661663998
-0.267540577,0.750642596,0.6063884,0.645630621
-0.122035178,0.465905555,0.6091831,0.678994317
-0.002320951,-0.198780049,0.61387914,0.695525703
-0.534256326,-0.21624979,0.61239094,0.670540166
-0.082104961,0.486352884,0.61410654,0.678034238
-0.757108462,-0.298255852,0.6141463,0.643445035
0.362326124,0.501428885,0.6069735,0.666319267
0.993893469,0.348097243,0.6064587,0.608491741
0.034871967,-0.189000456,0.61320484,0.695750192
-0.877542834,0.154659111,0.60882187,0.632928664
0.73061243,-0.976664699,0.601062,0.58036039
-0.292005211,-0.878585562,0.6017722,0.627949893
-0.052288928,0.762590839,0.60135466,0.649740443
0.467386057,0.828309981,0.6087093,0.624242825
-0.469492227,-0.981496566,0.6004028,0.602831681
0.257131747,-0.856449831,0.6069224,0.632484015
0.920107026,-0.895334093,0.5932764,0.56882926
-0.869619693,-0.14725991,0.6092635,0.63420189
-0.840403276,0.902318063,0.596292,0.577986716
-0.332113198,0.242549192,0.61438847,0.684348074
-0.113169451,0.258847901,0.61164665,0.69203161
-0.396138274,-0.845612821,0.6022663,0.626788716
-0.121123522,-0.424788777,0.61344886,0.682128651
0.509984351,0.892979511,0.5955267,0.612421502
0.708149315,-0.042067987,0.61291397,0.656355251
0.044037352,-0.129995033,0.6142596,0.697326041
0.000713146,0.73401139,0.605179,0.653446835
-0.570216999,-0.458187228,0.61223197,0.653748329
-0.294407725,-0.760810227,0.60367066,0.643176586
-0.833893627,-0.415949408,0.6078958,0.62707037
0.692723787,-0.264250422,0.61287946,0.652555382
0.442509719,0.010703187,0.61422914,0.682059333
-0.190121432,0.470253404,0.6121905,0.676848371
-0.31810447,0.40788707,0.61169547,0.675979358
-0.924406912,-0.601364975,0.6007358,0.600394436
-0.537691427,-0.944952741,0.59920233,0.602960603
0.961522767,0.301715452,0.6038829,0.615640413
-0.540780997,-0.416990195,0.61220247,0.659391352
0.872693794,-0.49622649,0.60080856,0.616235029
-0.832523142,-0.975872712,0.6000707,0.569028225
0.053347724,-0.978537494,0.5986283,0.619901211
-0.482850408,-0.807157143,0.6017364,0.62579756
0.146891628,0.263476833,0.6141914,0.691064512
-0.782378341,-0.373611015,0.61353064,0.636284122
0.015212519,0.230669549,0.61435324,0.694316457
0.772561931,0.967750814,0.59456617,0.57705272
-0.090179035,-0.549651389,0.6098615,0.672382057
-0.504824282,0.493585137,0.60928965,0.656746828
-0.870618588,0.010495197,0.6139613,0.635776426
-0.941542353,0.087664175,0.60885787,0.625051754
0.690192248,0.384132045,0.6062338,0.646528631
0.411755362,-0.649744994,0.6104811,0.649137105
-0.599033788,0.177743422,0.61237836,0.665676325
-0.547038698,0.902241758,0.5965383,0.608165098
0.484962797,0.854304586,0.60141456,0.619541491
0.915044692,-0.994533023,0.5957516,0.556299873
0.80097978,-0.660360295,0.6063914,0.610881068
0.102504933,0.582640374,0.6029068,0.669051271
0.066420512,0.309291388,0.61453104,0.690280974
0.374058383,0.108417687,0.61437696,0.685842885
0.549751746,0.826714172,0.6064974,0.617943739
-0.829713838,-0.167314626,0.6126753,0.639096477
-0.288307818,0.89720561,0.6025545,0.625527576
0.231887269,-0.180999966,0.61403,0.691450277
0.676655233,-0.590240491,0.6080355,0.631960607
-0.419224215,-0.607683577,0.6045038,0.652936117
0.487225868,-0.545614917,0.6023327,0.653748188
-0.108490857,0.187036304,0.6144747,0.694897063
0.317388725,0.069122786,0.61422384,0.689811681
-0.531462063,-0.883835558,0.6014602,0.611953119
-0.144955654,0.06326489,0.6142743,0.696787862
0.109259549,0.019372626,0.61425084,0.697895034
0.471183362,0.437828298,0.61394423,0.663742589
-0.564541039,-0.766477587,0.60331255,0.624114297
0.375529464,-0.986049522,0.5997405,0.608163235
0.303396892,-0.86085178,0.60850376,0.629841623
0.084457809,-0.374299824,0.60923845,0.686223684
0.672830554,-0.63190618,0.6097953,0.628356093
0.632350312,0.352154399,0.61275613,0.654664489
0.752630115,0.021349475,0.6078997,0.651152808
-0.570435232,0.633622015,0.60035133,0.638261885
0.561285594,0.283294315,0.6109134,0.665271801
0.0005143,0.663182674,0.6111952,0.661580314
0.065318278,-0.977028895,0.606334,0.620019753
-0.93405509,0.566050906,0.610944,0.60214529
-0.00541761,0.126195937,0.6140264,0.697577406
-0.701712926,-0.384664509,0.60879755,0.645200972
0.601912348,0.204052379,0.6047849,0.664553807
0.798163038,0.400915599,0.6025265,0.632628356
0.037521788,-0.111279469,0.6140255,0.697766105
-0.39158763,-0.249384133,0.61437845,0.680390001
-0.949517797,0.34016269,0.6078415,0.615506799
-0.339538074,0.835948946,0.60569024,0.631340752
0.160508751,0.021689407,0.61420935,0.696681705
0.212833027,-0.898584306,0.60249925,0.628297558
-0.403465758,0.163855744,0.6140232,0.682596333
0.777808905,0.909927185,0.5951145,0.584343244
0.198994346,-0.176543324,0.61443764,0.692814331
-0.900424271,0.732879199,0.60235375,0.590590779
0.281994847,0.410111742,0.6095219,0.677658679
-0.796288487,0.038490978,0.6116149,0.645589088
-0.138613225,0.778893816,0.61219376,0.646369731
-0.821372757,0.580062779,0.6062203,0.615981589
0.781737235,0.117535335,0.61011815,0.646447424
0.785973256,-0.128959364,0.60541177,0.645683709
-0.316944677,-0.590346643,0.61253244,0.660823935
-0.266203714,-0.507014842,0.61188984,0.67089777
0.899356081,-0.996796962,0.6005361,0.557968292
-0.876796902,-0.218989759,0.60834336,0.63113303
0.298221444,0.950880366,0.603183,0.617370384
0.785359266,-0.809079375,0.6037951,0.59626369
-0.387778976,-0.365971156,0.6139358,0.674565919
-0.870823223,-0.767445574,0.6040046,0.590632859
0.464861385,-0.588620612,0.6050752,0.651505955
-0.929157158,0.385168608,0.61183244,0.615938329
-0.783221798,0.810252075,0.60101295,0.596372056
-0.516358264,-0.971380138,0.5959025,0.600842103
-0.693529828,0.01102063,0.6126052,0.658174237
0.000258422,-0.663996453,0.6120104,0.661491021
-0.561451922,0.322423332,0.61240464,0.663288273
0.550825864,0.900659263,0.5991438,0.608065921
0.711611797,0.781540271,0.596448,0.607868309
0.575765969,-0.587325365,0.608267,0.642296887
-0.877141854,-0.47292283,0.6036656,0.617376223
-0.110246574,-0.245730302,0.6137509,0.692660942
0.163587529,0.021685732,0.61416036,0.696594829
-0.558839412,0.336842188,0.6145336,0.662743018
-0.992593358,0.912140969,0.6026436,0.556937201
0.1271502,-0.099331423,0.61422026,0.696699087
-0.875169166,-0.952487146,0.59786665,0.56705921
-0.574732677,-0.479050057,0.60601693,0.651731067
0.594543037,0.327006629,0.6076272,0.65987867
-0.709465698,-0.746345516,0.6045829,0.612201317
0.467494702,-0.495494123,0.6065455,0.659577589
-0.764773411,-0.505361237,0.6025884,0.629278727
0.560859686,-0.857486178,0.6053349,0.613007434
-0.720008422,-0.470171319,0.6102477,0.637257415
-0.144459583,-0.852486514,0.599803,0.63661024
0.965000764,0.079911438,0.5980394,0.621668063
0.5296953,-0.164942521,0.6116849,0.67258933
-0.619594698,0.39983034,0.6088738,0.653039484
-0.280629786,-0.534790727,0.6102732,0.66781658
0.723809142,0.009766109,0.6072795,0.654655045
-0.532839031,0.264051633,0.6097876,0.668744947
-0.998839209,0.636152586,0.6014156,0.586581486
0.380210112,0.297393202,0.61375153,0.678905894
0.760547482,0.697815926,0.60514355,0.611818327
-0.194466676,0.295916242,0.6143568,0.688100474
-0.924693295,-0.815793749,0.599345,0.577977932
0.960827693,0.078072938,0.6052402,0.622315485
-0.005328382,0.363167231,0.61256164,0.687538601
-0.749604082,0.311140918,0.61217713,0.643722968
-0.026315849,-0.571058589,0.60595137,0.670992376
-0.82613717,0.222260975,0.6115312,0.637860756
-0.759583036,-0.610183697,0.6001272,0.620761228
0.290627214,-0.791485339,0.6027203,0.639536488
-0.365754987,-0.228441343,0.61422145,0.682909645
0.025466654,-0.405322843,0.6138873,0.684706949
-0.326881476,0.001938835,0.61345494,0.689696001
-0.028594802,0.100062446,0.6141679,0.6980244
-0.612753448,-0.22005745,0.61403084,0.662898125
-0.054600466,-0.222096576,0.6144034,0.694414689
-0.551626298,0.40743248,0.6139473,0.659064384
0.799695062,-0.673710484,0.6046391,0.609679298
0.213736793,0.72279247,0.607379,0.651054778
0.164605561,-0.696024358,0.61152554,0.655674657
0.799205484,0.612972278,0.601672,0.615724594
0.918901546,0.118227581,0.6083365,0.62785742
-0.672677137,0.479221484,0.6045109,0.641840197
-0.548013766,-0.883158978,0.602246,0.610679163
-0.830231721,-0.13077216,0.6136372,0.6398985
-0.660463388,0.780661474,0.6040731,0.613329493
0.304118481,-0.38726015,0.61143416,0.678103899
0.147505808,-0.4713645,0.6108218,0.677978124
0.364518211,-0.565446697,0.6127191,0.660523295
0.068405434,0.584279551,0.6138158,0.669378782
-0.795866046,0.671063586,0.6043177,0.61041661
0.547069795,-0.955628274,0.59593,0.60066897
0.835513644,-0.410801242,0.605578,0.627192017
-0.552483949,-0.629425706,0.60411453,0.640296228
-0.385455283,0.346154808,0.6100132,0.67590867
0.637008882,0.519141174,0.6047559,0.642390802
-0.917719455,-0.232973853,0.60973513,0.624872171
0.264459724,-0.481411816,0.61140674,0.67310127
-0.452516672,-0.310373568,0.6136115,0.673151182
0.953849392,-0.536057108,0.6094513,0.60182072
0.903131887,0.659071548,0.6039013,0.597859045
-0.166265505,0.582163084,0.6017482,0.667666014
0.122002797,0.586835747,0.60738516,0.668275303
-0.724232554,-0.765081504,0.60531217,0.608425831
-0.587039106,0.603842394,0.605826,0.639670219
-0.588292535,0.35197187,0.6131351,0.659090788
-0.134032393,0.245085895,0.6139528,0.692185412
-0.449731304,0.747604327,0.60362643,0.635531413
0.321024833,-0.631456817,0.61123526,0.656474268
-0.530417231,-0.578085271,0.60246265,0.64720766
0.801032783,0.780743242,0.59881365,0.597770044
-0.573354983,-0.39834989,0.60718524,0.65765502
0.559014221,-0.599258696,0.61291945,0.642686369
-0.697624121,0.605407228,0.6011955,0.628262557
0.039837169,0.794213157,0.6058335,0.645847002
0.451169761,0.696393137,0.5997504,0.641329352
-0.366745968,0.265213054,0.6141903,0.681300014
0.789419582,-0.269545358,0.60664773,0.64074277
-0.305759008,0.453598874,0.6135147,0.673307925
0.609631204,-0.520213104,0.605796,0.645047427
0.555452531,0.380902966,0.60946363,0.660439819
-0.652760898,0.179582065,0.6103743,0.660049291
-0.77287522,0.858946735,0.60289073,0.591532797
-0.832852841,-0.105834139,0.605639,0.640021801
0.584474273,0.675606758,0.60433424,0.632608024
-0.277814879,-0.950077899,0.6036992,0.618396099
0.697825414,0.971035072,0.5957735,0.584568607
-0.404142866,0.402905154,0.6105931,0.671087699
-0.664427028,0.100288438,0.6141555,0.660612674
-0.810180648,0.916793786,0.6004856,0.579690817
-0.672825437,-0.522994515,0.6055714,0.638314215
0.557786764,0.290456976,0.60802007,0.665255657
-0.113326416,0.58348881,0.60799736,0.668773254
0.864161332,0.275724866,0.6026901,0.630654364
0.529990464,-0.592688677,0.60909575,0.645862485
0.37744016,-0.827934588,0.59605527,0.630249476
-0.458859259,0.594222039,0.6094179,0.651417901
0.69754779,0.517545285,0.60255134,0.636067426
0.866606608,0.588958162,0.5985043,0.609337918
-0.394265101,-0.84598847,0.60189223,0.626854933
-0.217463559,-0.056256912,0.6142968,0.694575539
0.340364069,-0.989214471,0.5954929,0.609603477
-0.343562152,0.272538325,0.61392856,0.682367806
