,0,1
0,0.703716409,0.210658238
1,0.696780944,0.216752872
2,0.688077688,0.223852641
3,0.681086335,0.216056538
4,0.714227755,0.208233908
5,0.697681209,0.218896583
6,0.704329364,0.211144395
7,0.677880958,0.224472894
8,0.698712999,0.211779671
9,0.703625496,0.211201806
10,0.704061761,0.209618539
11,0.693210138,0.208292717
12,0.701762044,0.211538359
13,0.680106981,0.22393672
14,0.653857112,0.234621148
15,0.699294171,0.207544647
16,0.700351,0.209975226
17,0.707168277,0.207569441
18,0.659972886,0.223121879
19,0.687535735,0.216660055
20,0.691538022,0.214072334
21,0.717116805,0.205837618
22,0.674362477,0.224136709
23,0.694186744,0.206990184
24,0.658946539,0.222559644
25,0.678778973,0.218884511
26,0.685572411,0.215275195
27,0.689811321,0.211620282
28,0.7001989,0.213723192
29,0.676078017,0.216338325
30,0.716024482,0.207753274
31,0.702013873,0.217723893
32,0.695878871,0.20897486
33,0.673081761,0.219954576
34,0.687471813,0.212862222
35,0.707528314,0.209145324
36,0.688368674,0.217104601
37,0.692235563,0.215066932
38,0.689937107,0.21386105
39,0.684251823,0.210827718
40,0.69828809,0.216498213
41,0.675032737,0.209641466
42,0.680122951,0.221835693
43,0.698308414,0.228883027
44,0.668713551,0.220008801
45,0.692212284,0.21559832
46,0.676458833,0.219741281
47,0.68247681,0.221539769
48,0.6911298,0.208327601
49,0.70236822,0.213203637
,0.653857112,0.205837618
,0.717116805,0.234621148
,0.690438669,0.215278371
,0.004004988,0.00177694
