0,1
128,0.995051647
129,0.993390203
131,0.991727379
133,0.990062475
134,0.988395143
135,0.98672486
136,0.985052118
139,0.983378337
140,0.9817009
143,0.980022021
144,0.978341638
145,0.969954602
146,0.96655167
148,0.959756009
149,0.954616911
150,0.949460835
151,0.942528119
152,0.940779727
153,0.939024397
154,0.933758416
156,0.919672868
158,0.914310757
159,0.908925096
160,0.907119701
161,0.901710113
162,0.89629199
163,0.885422251
164,0.88176596
165,0.876268065
166,0.8689312
167,0.865243584
168,0.856034987
170,0.839341109
171,0.837445659
172,0.833662937
174,0.824246891
175,0.822355075
176,0.818571923
177,0.805414408
178,0.797729775
179,0.793863307
180,0.791928956
181,0.782283986
182,0.780334988
183,0.770573061
184,0.752965371
185,0.742988576
186,0.738963122
187,0.732896502
188,0.72473713
189,0.718567821
190,0.706301395
191,0.702198352
192,0.69810576
193,0.681838633
194,0.663587861
195,0.653363292
196,0.643112745
197,0.63694067
198,0.632835858
199,0.616569149
200,0.602332397
201,0.602332397
202,0.602332397
203,0.602332397
204,0.602332397
205,0.602332397
206,0.602332397
207,0.602332397
208,0.602332397
209,0.602332397
210,0.602332397
211,0.602332397
212,0.602332397
213,0.602332397
214,0.602332397
215,0.602332397
216,0.602332397
217,0.602332397
218,0.602332397
219,0.602332397
220,0.602332397
221,0.602332397
222,0.602332397
223,0.602332397
224,0.602332397
225,0.602332397
226,0.602332397
227,0.602332397
228,0.602332397
229,0.602332397
230,0.602332397
231,0.602332397
232,0.602332397
234,0.602332397
235,0.602332397
237,0.602332397
239,0.602332397
240,0.602332397
241,0.602332397
242,0.602332397
243,0.602332397
244,0.602332397
245,0.602332397
246,0.602332397
247,0.602332397
248,0.602332397
249,0.602332397
250,0.602332397
251,0.602332397
253,0.602332397
254,0.602332397
255,0.602332397
256,0.602332397
257,0.602332397
258,0.602332397
259,0.602332397
260,0.602332397
262,0.602332397
263,0.602332397
266,0.602332397
267,0.602332397
268,0.602332397
269,0.602332397
270,0.602332397
271,0.602332397
272,0.602332397
273,0.602332397
274,0.602332397
275,0.602332397
277,0.602332397
278,0.602332397
279,0.602332397
280,0.602332397
281,0.602332397
282,0.602332397
283,0.602332397
285,0.602332397
287,0.602332397
288,0.602332397
289,0.602332397
290,0.602332397
292,0.602332397
293,0.602332397
294,0.602332397
297,0.602332397
298,0.602332397
299,0.602332397
301,0.602332397
302,0.602332397
303,0.602332397
304,0.602332397
305,0.602332397
306,0.602332397
307,0.602332397
308,0.602332397
309,0.602332397
312,0.602332397
313,0.602332397
316,0.602332397
321,0.602332397
322,0.602332397
324,0.602332397
325,0.602332397
331,0.602332397
332,0.602332397
334,0.602332397
338,0.602332397
340,0.602332397
341,0.602332397
342,0.602332397
343,0.602332397
344,0.602332397
347,0.602332397
351,0.602332397
354,0.602332397
357,0.602332397
361,0.602332397
365,0.602332397
370,0.602332397
378,0.602332397
379,0.602332397
380,0.602332397
381,0.602332397
388,0.602332397
399,0.602332397
409,0.602332397
418,0.602332397
435,0.602332397
446,0.602332397
459,0.602332397
481,0.602332397
489,0.602332397
491,0.602332397
525,0.602332397
543,0.602332397
