,0,1
0,0.5023374785158224,0.84447096150588
1,0.49649711800991,0.8430111378934477
2,0.5131738896898764,0.8520456910679464
3,0.5144901646127915,0.8504045337726169
4,0.49348481541657574,0.8461584963332679
5,0.504255254678962,0.8507551605874064
6,0.5161191789606129,0.8443278715844293
7,0.5220482207141345,0.8572401104299108
8,0.5185306737653308,0.8420671283798258
9,0.5050129425061066,0.8376836504256189
10,0.49516731775037126,0.8555684928222621
11,0.5013166144200627,0.8426277540601156
12,0.5031637237149651,0.8360634696046538
13,0.5014813495661183,0.8444767299590347
14,0.5131860284940396,0.8486304786917115
15,0.5140239220915667,0.849426802547522
16,0.526664042551044,0.8541217735853927
17,0.4955433044441614,0.8455396506044178
18,0.5069895056469229,0.8511723835463186
19,0.4937292646469066,0.8385839035391643
20,0.49923031523610767,0.832859418492066
21,0.5206934479661752,0.8521156429010891
22,0.5009118835697364,0.8496062567258693
23,0.5108115850804564,0.8537185720171511
24,0.49324747285056,0.8515034822837039
25,0.515634648283681,0.840102514035222
26,0.501448214946225,0.8486337728313597
27,0.4958993023961177,0.8450756865873463
28,0.48737601715916457,0.8505727788324359
29,0.5148791643150892,0.8461351187756744
30,0.5118532123482619,0.8329944373182471
31,0.5061125484469704,0.8506914414141599
32,0.5019811712725099,0.835513275665561
33,0.4952359236779234,0.8546031893874863
34,0.5123275623841423,0.8556015614494029
35,0.5107478791607305,0.8398861043837705
36,0.5058376301688403,0.8432686166164622
37,0.48953303405579013,0.8475560658273557
38,0.5116229301009056,0.851443300463757
39,0.5151045185491434,0.8581435918292866
40,0.5096136142455088,0.84362888866262
41,0.487626456943544,0.8507653425568379
42,0.49253199055733987,0.8341671063722952
43,0.5169986854080291,0.8439474246694743
44,0.5009962597274396,0.8467175175456297
45,0.5019277804370175,0.8515446421248423
46,0.4825219499079145,0.8432378623905863
47,0.5073804468708927,0.8443750782836582
48,0.5012553064305326,0.8343400978964468
49,0.5076089968827691,0.8437717898790758
