x0,x1,pre
0.790149928,0.623318128,0.3953511
-1.35460357,-0.889145455,0.2080899
-0.891737634,0.886523991,0.33661675
0.362181872,1.532338519,0.44736493
0.755961172,0.630408592,0.404027
0.19037229,-0.409535775,0.2805827
-1.135765917,1.034465042,0.33508086
0.243216463,-1.303213318,0.24332438
-1.428223947,-0.109613591,0.25068125
0.765103345,-0.520963184,0.29910335
0.467578274,-1.202292094,0.24874915
0.791713046,-1.683851029,0.2322654
-0.455986983,1.535018756,0.4201272
0.743865508,0.638057689,0.40357152
1.556482149,0.193643274,0.3986808
1.13934829,-0.955720443,0.28179818
-0.730777594,-1.736842361,0.19490035
-1.208978793,0.730764349,0.31399757
-1.05977574,1.51596677,0.3803703
-0.309270782,0.092047325,0.30179185
0.16798489,-1.140505662,0.24407066
-1.4145007,-0.900717472,0.21298145
-1.005774859,-1.595762749,0.20261931
1.312688826,0.11505603,0.3793061
1.148954314,-1.152457008,0.27163038
-0.577069286,-0.074985703,0.28496492
0.718039557,-0.59189155,0.29101452
0.08137614,1.353335591,0.42066148
-1.435897872,-1.327789265,0.19444397
0.400349754,-0.154611823,0.316593
-0.881925834,-1.189956771,0.21798287
-1.155852933,0.075163305,0.27224028
0.176894902,1.679076104,0.4613609
1.135785073,-1.6316645,0.25194672
-0.881037952,-0.328641438,0.2512548
0.804238844,-0.820127712,0.28662074
1.045222258,-0.064173131,0.3477991
-1.112027676,1.580736402,0.38693136
1.220621689,-0.171642422,0.35124213
-0.187005056,-0.065695826,0.29254204
0.294699067,1.636758338,0.45623928
-0.701223214,-0.1271609,0.27028102
-0.646744498,-0.55506435,0.25514063
-0.753865393,-0.836100398,0.23452212
0.449988809,0.742790064,0.3945254
0.926578868,0.682290252,0.39699355
1.153565637,-1.299278417,0.26071343
-1.429824684,0.783536852,0.30989224
-0.820090026,1.09857018,0.36247706
1.273084841,0.066075331,0.37637654
-1.08213932,-0.802486524,0.2234307
0.685667728,0.244744512,0.35700178
0.725905657,0.746021986,0.4041853
0.432337568,-1.184175389,0.24867424
-0.094406079,1.287314869,0.41665366
-1.303409319,1.371746718,0.3516355
1.023556398,-0.398143857,0.32463035
0.287856459,0.485044218,0.3591836
0.605114151,-0.94016698,0.26056775
-0.955800838,0.383202117,0.29447734
0.546636871,0.401014356,0.36353347
1.414746314,0.495381263,0.40336174
-1.448212708,1.702246067,0.3821773
-1.683955138,0.74924235,0.2904887
1.440672536,0.4559432,0.41088775
-0.908994408,-0.053218929,0.2707167
0.423429299,-1.501078135,0.24042568
-0.474364214,1.183610336,0.38293496
-1.42569567,1.642901651,0.37885436
1.436581703,0.355725378,0.40842894
-0.17116596,-0.841975802,0.24544044
1.100878215,0.220829322,0.38129383
-0.249905175,0.044213995,0.30255035
-1.652220665,1.003688105,0.30979836
0.723471699,0.694916038,0.40214512
0.837365386,0.773145385,0.40849692
-1.536768411,0.016738242,0.25934637
-0.000225987,0.962579867,0.37788567
-0.004983016,-1.243369413,0.23909396
-0.632407263,0.748125826,0.33665735
-0.785633296,0.488340799,0.3053252
0.348056825,-1.40165406,0.23659553
-0.023092167,-0.07520596,0.30380243
1.541956892,0.231691256,0.39036372
0.194200046,-0.174235046,0.30958065
-1.657828379,0.823780572,0.30314425
1.255554738,-1.177748151,0.27443558
0.564366012,0.965708735,0.42035577
-0.545986862,0.788523493,0.34137538
-0.10198068,1.669346664,0.4420852
-0.478622729,-0.057440643,0.27978563
0.184045237,0.386101684,0.35016745
1.162674383,1.666840685,0.4967654
1.719779156,-1.108502263,0.30111888
0.272756712,-0.959809503,0.2510817
-1.644559435,-1.627481882,0.18540049
-1.226732256,0.23713239,0.27988404
1.08044675,0.622014601,0.40673453
1.403799457,-1.090854609,0.2799544
-1.592950152,-0.381775561,0.2270854
1.322136623,0.667651027,0.42527696
-1.453772224,-1.249015846,0.19869429
1.062829808,-0.496103577,0.31534246
1.345056374,-0.073472089,0.35394529
-1.552968103,-0.904149878,0.20822574
-0.338036028,-0.219458622,0.28013605
-1.476771368,0.324726942,0.2715042
-1.350460308,-1.203758782,0.20454529
0.958989596,1.184336606,0.44756648
-1.672169596,0.381885581,0.27467063
-0.45349163,-1.283669431,0.21651907
0.856235914,-0.638468834,0.29881057
0.95125476,0.931266287,0.42978594
1.182403142,-1.40440032,0.25922668
-1.399306737,-0.388785897,0.23821414
-0.544845539,1.126058345,0.37869695
0.733069868,1.457571419,0.4619846
-1.358481186,1.237415643,0.34042296
-1.646551592,-0.956273151,0.20336875
-0.818317171,-1.124926981,0.21301946
1.667258987,0.240856427,0.40075094
-1.609186994,1.234941938,0.33185986
-1.150103099,-0.396928165,0.24013738
1.156013828,-0.904092249,0.28759533
-0.275487714,-1.296158473,0.22175446
-1.644162103,-0.011929255,0.25106627
-0.084496871,0.731361686,0.37116784
0.146507607,0.059050622,0.31795865
-1.425722796,-1.744477171,0.1889448
1.114938758,0.731906737,0.41594216
1.151314974,-1.412104057,0.26825306
-0.662733167,1.076533459,0.3654684
0.045646342,-0.765303759,0.2603916
-1.249354573,1.49669266,0.36339736
-1.218329391,-1.288496771,0.20467567
1.433014558,-0.331892749,0.34509555
0.192819086,1.55180685,0.44500846
1.553254951,0.122985375,0.3958149
-0.829486129,0.204330168,0.29444972
-0.307893844,0.166020701,0.3093022
-1.535336964,0.395280303,0.2696969
-0.482550711,0.146354801,0.30061376
1.22976479,-0.188969811,0.35438126
0.38799625,-0.432325789,0.28317887
-1.212848572,-0.04229873,0.2632348
0.649916744,-0.507134183,0.2930108
-0.751060474,-1.528430714,0.20737006
1.192720398,-1.153451455,0.27913153
-0.501400989,-1.128409004,0.2179998
0.053886597,-0.496224467,0.2807999
1.346094902,-1.003105549,0.2978652
1.474700552,1.710823219,0.49367285
0.077802382,-1.651311986,0.22278489
1.504035868,-1.713984141,0.25587696
-0.854645989,0.613249451,0.31600896
-1.277629422,0.694889534,0.31320864
0.070597913,-0.906119075,0.25344166
1.650996649,1.008982055,0.45924854
0.879975389,0.417149084,0.380554
0.154186758,0.086198681,0.32391527
-0.898525723,1.236934752,0.36440167
-0.425100417,1.190298813,0.3784626
1.024701119,-0.252456777,0.33611733
0.59586581,1.52613132,0.46010366
-0.421857229,0.531274709,0.3249896
0.602218062,0.226724764,0.35949627
-0.244237587,1.336692202,0.4150916
-0.81705442,-0.870035433,0.22899781
1.083133362,0.350417172,0.37402114
-0.267387977,1.428105348,0.4114577
-1.561778087,-0.944220999,0.207869
-0.564130852,-1.364074428,0.2090868
1.670908333,-0.531981979,0.33518457
1.030524845,1.327600105,0.46248794
1.730751713,0.907255613,0.4511513
-0.521189734,-1.669585624,0.20164067
1.247040798,-1.57347692,0.25702736
-1.501841773,-1.39207874,0.20017426
1.547745158,0.894572377,0.44346955
0.634717392,1.51179989,0.44872436
0.542115211,0.798150756,0.4077673
0.810146092,1.679428654,0.4860801
-0.462215552,1.071473128,0.37433907
0.896829507,-0.222493073,0.33060935
-0.600879122,1.056783252,0.36563575
-1.432966059,0.693070199,0.30415305
-0.762187447,-0.168431505,0.2687623
-1.048262405,0.517598444,0.30543852
-1.628778129,-0.199305706,0.2383976
-0.09805888,1.705672218,0.4418375
1.569780711,0.251453466,0.39675105
-0.621937577,0.695837391,0.33940688
1.182209225,0.58841555,0.40961415
1.558206451,-1.099914023,0.29397756
0.503256357,1.506024176,0.45625037
-0.063990785,-0.916184813,0.24059273
1.688025148,-0.97298465,0.3092959
1.727965119,-1.560056909,0.27625278
1.665334048,-0.453481843,0.3474235
0.178576242,-0.661692371,0.2706571
0.397491319,1.125145877,0.41806215
-0.862489665,0.983828522,0.35083592
0.913164294,0.109852758,0.35876134
-0.450298144,0.223512091,0.30657795
-0.258198139,0.776015844,0.35607424
-0.275087236,0.077971892,0.30063093
-0.979392924,-0.455480587,0.25146776
-1.708207904,-1.459386209,0.1909678
1.340182035,0.260386134,0.3872364
1.722684842,1.649514162,0.49638394
1.230272573,-0.296445237,0.34247738
0.350965407,0.532776595,0.36437204
-0.101627538,0.359576962,0.3296693
0.284441669,0.838315444,0.39195013
-0.03418058,-1.169188754,0.23977442
-0.961705043,-0.202351627,0.26226515
0.660289676,0.110896292,0.34857923
1.312910545,-0.55098359,0.33215573
-0.141848564,1.59034031,0.43727052
-0.636441248,1.195456226,0.38343266
0.591982732,-0.405015024,0.29942495
-0.365600069,-1.284056529,0.22667995
-1.473597189,0.757458147,0.3000701
0.923669578,1.343023085,0.45672777
-0.064655776,0.621857639,0.36340615
0.211826012,-0.033169941,0.31827936
-1.436001276,1.268604623,0.3352812
-1.61474203,0.573309797,0.28326625
1.290069559,-0.945981532,0.29119003
-1.243810737,0.464420844,0.28576118
0.396295182,-1.699081799,0.22540516
-1.130086259,-1.263002226,0.21076696
0.824280753,-0.900340167,0.272602
-1.497232772,-0.224503877,0.24387181
1.695617171,-1.601637619,0.26379946
1.335652467,0.535188705,0.41824105
1.384652402,1.436002494,0.48400578
-1.428924105,-0.156253572,0.24794494
-1.12081781,-0.58774256,0.23643294
-0.894512976,-0.528981017,0.23795226
-0.843617787,1.333046231,0.38313788
-0.340467305,-1.243484725,0.22116028
-1.189121529,-0.52094166,0.24239488
1.463840743,-1.527602805,0.2658062
-0.619392513,-0.454599665,0.25499606
1.702431325,-1.214226483,0.2956724
-1.110166406,-1.121004499,0.20689958
-1.11207656,0.879993422,0.33349007
-0.418523625,-0.893756891,0.23610179
0.852504537,0.750328434,0.41211876
-1.499718951,0.738850398,0.3022544
-0.394011837,0.816687033,0.34318691
0.403427762,-1.373644568,0.23610102
0.016299299,-0.955717567,0.2528739
1.503043879,0.717604122,0.42168912
-0.677365284,-0.91383798,0.22560643
1.336677579,-1.676755049,0.25287393
-0.335635886,0.990800627,0.37495378
-1.434933755,-1.361156841,0.1980506
-0.857727688,-0.194299041,0.26203308
0.414783118,-0.191832873,0.30932045
1.051992416,-0.613948181,0.30889794
-1.258541038,0.128180009,0.27177104
0.136700237,-0.778764373,0.26481402
-0.638185631,0.073389596,0.28975293
-0.376118586,-0.801486017,0.24674569
1.31159703,1.114509625,0.45980608
1.176065971,1.323367326,0.4500592
0.021903383,-0.174929368,0.28844443
-0.246787623,0.554988959,0.34517333
-0.751600472,-1.368835565,0.20429592
0.324605034,-1.547507114,0.23399058
0.40427628,-0.583257952,0.28183717
-1.479642714,-0.610044155,0.2298851
-0.254882005,0.951806603,0.37277767
0.381323814,0.453422915,0.3622637
-0.462651255,0.767467203,0.3500765
-0.814711306,-1.505411112,0.2061441
-0.18098524,0.905438406,0.37578943
1.580795369,1.148161521,0.46626633
0.772845643,-1.547378579,0.2376832
0.302614317,0.873575724,0.39469877
0.00372475,-0.648410324,0.26905575
0.857929823,0.222019789,0.37104887
-0.166869061,-1.403429516,0.21716852
-0.877405306,-0.333543673,0.24833445
-0.625424476,0.573720742,0.3158345
1.182039158,0.507459125,0.40859425
1.42269671,0.368589983,0.4001424
0.838991302,-1.151067384,0.26871446
0.523220486,0.066764078,0.3398518
-0.428257824,-1.183174023,0.22285233
0.8770707,-0.631651231,0.29491267
-0.229098514,-1.407252781,0.2202187
1.008633223,0.225022302,0.38023123
-0.97758957,0.491854494,0.30508155
0.32181882,-0.545075798,0.28043386
-1.603349459,-1.180342705,0.20463176
1.446241896,-0.441067294,0.33286047
-0.315465322,1.277011412,0.40102917
-0.535310202,0.962334786,0.37025687
1.283986258,0.925075523,0.4444336
0.408339078,-0.445556957,0.2965765
-0.813836855,1.096331256,0.35706815
0.82100302,1.048731497,0.43550268
1.344485705,0.851420309,0.44242182
-0.240854203,0.210294522,0.32098693
-0.911048789,-0.063241305,0.26445565
-1.231632441,0.693946822,0.30359128
-0.959028902,1.38777782,0.3769633
1.024335542,-0.167505625,0.34732798
0.154228924,0.074102491,0.32856905
1.422520737,1.576317666,0.4774779
-1.181551252,-1.240868095,0.20402369
-0.270953154,-0.053933639,0.30224034
-1.134939155,-1.001423964,0.2078367
-1.158341484,-0.169498449,0.25111273
1.322685015,-1.386510562,0.2676907
-0.960976901,-1.618163887,0.1976241
1.707119645,-1.206838283,0.29364562
-1.143866458,0.281763067,0.288537
1.704382347,0.087630024,0.39380136
1.536238211,-1.591427728,0.26091132
-1.31777126,1.549056397,0.38178664
1.551357265,-0.654695965,0.333989
-0.00270671,0.624646334,0.36057967
1.501590331,0.445623362,0.40815192
-1.049076066,0.603987564,0.31610426
0.987065703,-1.603670307,0.24099304
1.612194273,-1.14606372,0.29383144
-0.574821731,1.517520628,0.3992845
0.456898216,-0.654026277,0.28811416
0.630279656,-0.064938195,0.33879882
1.204595846,0.766177316,0.42305523
-0.570050242,-0.403816897,0.26071858
-0.819220505,0.40140521,0.3070564
1.613552673,1.24132851,0.4783252
0.876883858,-1.336221077,0.25677156
0.418156002,0.706713131,0.37510523
0.595437645,-1.416403206,0.24467622
-0.177861538,-0.027361418,0.29914087
0.138234338,-0.615293538,0.26678815
-0.19404994,-1.256134583,0.22929007
0.169013303,0.623333208,0.365185
0.276965299,-1.291623793,0.23180342
0.920935946,-1.598543912,0.24457565
-0.932221265,1.407786975,0.3764338
0.016845481,1.217463955,0.40595356
-0.943550714,1.138774241,0.35442832
0.672373605,0.041533798,0.34200343
-1.68236922,-1.711427841,0.1862513
-1.270663062,-1.327711122,0.19615352
0.428278196,1.373276612,0.44056138
0.061024785,1.08613731,0.39765257
1.555242945,1.444475197,0.4990686
0.565989658,-1.646196676,0.22326675
-0.289170162,0.383458978,0.31785345
0.864693349,1.04880998,0.41790247
-0.799185377,-0.034831599,0.27602476
0.593969643,-1.570436096,0.24095498
1.53874818,-1.355369111,0.27040082
-0.18352972,-0.021265206,0.29985607
1.710103486,-1.532649491,0.27454665
-0.856900438,1.711105812,0.41055614
-0.265267846,-1.522851079,0.2203427
0.662467657,-1.575475557,0.23758203
1.170403167,0.749713742,0.41042694
0.701476715,-1.168732648,0.25523636
-0.389121866,1.492932801,0.41695973
1.519395564,-0.40002755,0.34115103
-1.054132382,-0.848106244,0.22357751
1.225557789,-1.226899305,0.27577615
-1.00981634,0.062353819,0.28225854
1.307495566,-0.115772304,0.3560448
1.094093035,0.937920599,0.43262714
1.196034631,-1.212389533,0.2736617
-0.405936531,-1.295123578,0.22010896
-0.070287157,1.380057145,0.41790277
-1.110490575,-1.368044167,0.20192301
-1.204549758,-0.719362317,0.22039458
-0.987164996,0.752541155,0.32462183
-0.666628662,-1.021498078,0.22384524
1.170536172,-0.679741702,0.3139753
0.582725658,-0.50128759,0.3002884
-1.521742425,0.611782456,0.29938865
-0.494198556,-0.991239778,0.23859933
0.535729267,0.825227491,0.3963244
1.205803406,-0.430780713,0.3244218
1.167446313,-1.103599829,0.2860105
0.778738543,1.619059624,0.46135306
1.137580333,-0.397217413,0.32825783
-0.912267775,-0.093409665,0.27018538
1.30167139,-0.202139206,0.35318962
1.305068961,1.242530646,0.45307657
0.239420516,0.758265457,0.38478345
-0.554453653,0.688175781,0.34307802
-0.435496274,0.411395289,0.3186
-0.314079604,-1.472582202,0.21610367
0.6322989,-1.350950403,0.25383186
1.117354551,-1.118542732,0.27258265
-0.843101557,1.432700055,0.3847943
-0.594192918,1.501958028,0.40509123
0.829573091,0.326284166,0.3682057
-0.612011034,-1.687157806,0.20081855
-1.029476351,0.726640911,0.31838506
-1.537311719,-1.519961107,0.1879071
1.695225672,0.520355091,0.42398626
0.712087769,0.350674861,0.3680658
-0.219013962,1.582030086,0.43314812
0.96542208,-1.418761837,0.2562964
-1.3906251,-1.556978375,0.19273597
1.619744489,1.228514259,0.46700743
0.35154696,-0.755229576,0.27210227
1.151796563,0.226517712,0.38006675
-1.237186694,0.058248386,0.26842952
0.709809322,0.847201102,0.41304237
-0.83978904,-1.708505678,0.19747776
-1.225669371,1.04038762,0.34000668
0.081584626,-0.795872041,0.2648659
0.056872829,0.806107478,0.37702817
-0.15537842,-0.437463423,0.2812715
1.20562441,-0.199969928,0.33994424
0.076605323,1.672030161,0.45232776
1.586916378,-0.67836354,0.33661368
-0.41617162,-0.633703907,0.24825919
-1.533980123,0.409007787,0.2808939
-0.262033743,-0.220609536,0.28307772
-0.227943906,1.218073984,0.39387864
-0.333574239,-0.292825341,0.27330175
0.138061284,-0.703738278,0.26244995
0.614571768,1.63280431,0.46694985
-0.046106775,-1.454275633,0.21617754
-1.538885166,0.252489245,0.27217212
-0.176067584,-1.546838476,0.21515235
1.204849464,1.154898025,0.46259376
-1.282703196,1.27435965,0.34147146
0.538436795,-1.580696925,0.22866517
-0.414119136,-1.158894111,0.23232536
0.501627815,-1.278351896,0.24209514
1.268110437,-0.933007795,0.30108142
-0.280386813,0.97504723,0.37146792
0.777587052,0.223808067,0.35766187
0.077247668,1.095831513,0.40701723
-0.799016906,1.515063334,0.38924575
-1.540121244,-0.381870533,0.22703199
0.152524109,-1.046573199,0.24927077
-1.085800505,1.518628839,0.39210096
-0.022046024,1.196799626,0.40050942
0.132909995,0.343204199,0.34165472
-0.325332925,1.496736512,0.40891987
1.359819553,-1.383870201,0.26928735
0.731024449,1.498113617,0.4722321
-0.229624791,0.795440386,0.37047789
-0.78285089,0.672761083,0.33344045
0.8524652,1.251052436,0.4494684
-0.874734442,-0.073932588,0.2654011
-0.079629938,0.937338761,0.37612775
-1.186084875,1.623371172,0.3809505
-0.27506739,1.589534039,0.4248851
1.131112538,1.520539497,0.483065
0.9167607,1.186142627,0.45515135
-0.711520532,-0.141360669,0.27320817
0.356856658,0.99642037,0.40978724
0.772277717,1.646617743,0.48466128
0.984060641,-0.637295235,0.30047026
-1.216741355,-0.733065076,0.23110591
0.401899723,1.038019565,0.4173804
1.467213637,0.874081096,0.44010416
-0.846760132,-0.762144365,0.23401761
0.530437241,-0.901342422,0.26699638
1.465041667,-1.419111704,0.27340868
1.572544649,-0.905509848,0.30429167
-0.916718734,0.780847285,0.329795
0.355407867,-1.280346459,0.23927838
0.788950327,-1.645274468,0.23298244
0.559869383,0.369055233,0.3631593
0.947407547,0.161376834,0.36172357
1.233397766,-0.943452955,0.2944053
-0.464410039,0.60961432,0.33532315
-0.008051999,0.189455488,0.32000738
-0.83497905,-0.375213177,0.25344443
0.937678494,1.023493903,0.44213805
